2019-03-02 02:02:58,275 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:58,276 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:02:58,276 [D] comp_cached_cnt:34	(at logger.py:79) 
2019-03-02 02:02:58,276 [D] compile_cnt:284	(at logger.py:79) 
2019-03-02 02:02:58,276 [D] execute_cnt:42	(at logger.py:79) 
2019-03-02 02:02:58,276 [D] fail_del_cnt:58	(at logger.py:79) 
2019-03-02 02:02:58,276 [D] reuse_cnt:30	(at logger.py:79) 
2019-03-02 02:02:58,276 [D] succ_del_cnt:14	(at logger.py:79) 
2019-03-02 02:02:58,276 [D] time:5.660888671875	(at logger.py:80) 
2019-03-02 02:02:58,276 [D] deletion:15	(at logger.py:82) 
