2019-03-02 02:04:48,668 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:04:48,668 [D] iteration_cnt:4	(at logger.py:75) 
2019-03-02 02:04:48,668 [D] comp_cached_cnt:17	(at logger.py:79) 
2019-03-02 02:04:48,668 [D] compile_cnt:197	(at logger.py:79) 
2019-03-02 02:04:48,668 [D] execute_cnt:29	(at logger.py:79) 
2019-03-02 02:04:48,668 [D] fail_del_cnt:12	(at logger.py:79) 
2019-03-02 02:04:48,668 [D] reuse_cnt:23	(at logger.py:79) 
2019-03-02 02:04:48,668 [D] succ_del_cnt:40	(at logger.py:79) 
2019-03-02 02:04:48,669 [D] time:4.906888484954834	(at logger.py:80) 
2019-03-02 02:04:48,669 [D] deletion:58	(at logger.py:82) 
