factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.44,11,0,14,11,25
4,0.125,0.4583333333333333,11,0,13,11,24
1,0.0,0.4782608695652174,11,0,12,11,23
2,0.0,0.43478260869565216,10,1,12,11,22
3,0.0,0.45454545454545453,10,1,11,11,21
5,0.0,0.5263157894736842,10,1,8,11,18
6,0.0,0.3684210526315789,7,4,8,11,15
7,0.0,0.3888888888888889,7,4,7,11,14
8,0.0,0.3333333333333333,6,5,7,11,13
9,0.0,0.35294117647058826,6,5,6,11,12
