2019-03-02 02:02:30,737 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:30,737 [D] iteration_cnt:4	(at logger.py:75) 
2019-03-02 02:02:30,737 [D] comp_cached_cnt:26	(at logger.py:79) 
2019-03-02 02:02:30,737 [D] compile_cnt:149	(at logger.py:79) 
2019-03-02 02:02:30,737 [D] execute_cnt:21	(at logger.py:79) 
2019-03-02 02:02:30,737 [D] fail_del_cnt:14	(at logger.py:79) 
2019-03-02 02:02:30,737 [D] reuse_cnt:22	(at logger.py:79) 
2019-03-02 02:02:30,738 [D] succ_del_cnt:29	(at logger.py:79) 
2019-03-02 02:02:30,738 [D] time:3.2679972648620605	(at logger.py:80) 
2019-03-02 02:02:30,738 [D] deletion:40	(at logger.py:82) 
