factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.05,1,0,19,1,20
4,1.0,0.1,1,0,9,1,10
6,0.8333333333333334,0.1,1,0,9,1,10
5,0.8,0.1,1,0,9,1,10
8,0.7692307692307693,0.1,1,0,9,1,10
16,0.7692307692307693,0.1,1,0,9,1,10
7,0.75,0.1,1,0,9,1,10
10,0.75,0.1,1,0,9,1,10
9,0.7407407407407407,0.1,1,0,9,1,10
17,0.7407407407407407,0.1,1,0,9,1,10
11,0.7307692307692307,0.1,1,0,9,1,10
1,0.7142857142857143,0.1111111111111111,1,0,8,1,9
2,0.7142857142857143,0.125,1,0,7,1,8
14,0.7142857142857143,0.125,1,0,7,1,8
15,0.7142857142857143,0.125,1,0,7,1,8
18,0.7142857142857143,0.14285714285714285,1,0,6,1,7
12,0.7037037037037037,0.14285714285714285,1,0,6,1,7
13,0.7037037037037037,0.14285714285714285,1,0,6,1,7
21,0.7,0.16666666666666666,1,0,5,1,6
19,0.6666666666666666,0.3333333333333333,1,0,2,1,3
20,0.6,0.3333333333333333,1,0,2,1,3
3,0.42857142857142855,0.5,1,0,1,1,2
