2019-03-02 02:02:03,805 [D] total_lines:50	(at logger.py:74) 
2019-03-02 02:02:03,805 [D] iteration_cnt:4	(at logger.py:75) 
2019-03-02 02:02:03,805 [D] comp_cached_cnt:28	(at logger.py:79) 
2019-03-02 02:02:03,805 [D] compile_cnt:154	(at logger.py:79) 
2019-03-02 02:02:03,805 [D] execute_cnt:24	(at logger.py:79) 
2019-03-02 02:02:03,805 [D] fail_del_cnt:23	(at logger.py:79) 
2019-03-02 02:02:03,805 [D] reuse_cnt:27	(at logger.py:79) 
2019-03-02 02:02:03,805 [D] succ_del_cnt:28	(at logger.py:79) 
2019-03-02 02:02:03,806 [D] time:3.34731388092041	(at logger.py:80) 
2019-03-02 02:02:03,806 [D] deletion:41	(at logger.py:82) 
