factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.6,12,0,8,12,20
1,0.0,0.631578947368421,12,0,7,12,19
2,0.0,0.5789473684210527,11,1,7,12,18
3,0.0,0.6111111111111112,11,1,6,12,17
4,0.0,0.46153846153846156,6,6,1,12,7
5,0.0,0.46153846153846156,6,6,1,12,7
6,0.0,0.46153846153846156,6,6,1,12,7
7,0.0,0.46153846153846156,6,6,1,12,7
8,0.0,0.46153846153846156,6,6,1,12,7
9,0.0,0.46153846153846156,6,6,1,12,7
10,0.0,0.46153846153846156,6,6,1,12,7
11,0.0,0.46153846153846156,6,6,1,12,7
12,0.0,0.46153846153846156,6,6,1,12,7
13,0.0,0.46153846153846156,6,6,1,12,7
14,0.0,0.46153846153846156,6,6,1,12,7
15,0.0,0.46153846153846156,6,6,1,12,7
16,0.0,0.46153846153846156,6,6,1,12,7
17,0.0,0.46153846153846156,6,6,1,12,7
18,0.0,0.5,6,6,0,12,6
19,0.0,0.16666666666666666,2,10,0,12,2
20,0.0,0.16666666666666666,2,10,0,12,2
21,0.0,0.16666666666666666,2,10,0,12,2
