2019-02-12 22:32:40,855 [D] total_lines:79	(at logger.py:74) 
2019-02-12 22:32:40,855 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 22:32:40,855 [D] comp_cached_cnt:119	(at logger.py:79) 
2019-02-12 22:32:40,855 [D] compile_cnt:372	(at logger.py:79) 
2019-02-12 22:32:40,855 [D] execute_cnt:60	(at logger.py:79) 
2019-02-12 22:32:40,855 [D] fail_del_cnt:85	(at logger.py:79) 
2019-02-12 22:32:40,855 [D] reuse_cnt:50	(at logger.py:79) 
2019-02-12 22:32:40,855 [D] succ_del_cnt:25	(at logger.py:79) 
2019-02-12 22:32:40,855 [D] time:30.15743660926819	(at logger.py:80) 
2019-02-12 22:32:40,855 [D] deletion:29	(at logger.py:82) 
