2019-03-02 02:02:37,505 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:37,505 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:02:37,505 [D] comp_cached_cnt:34	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] compile_cnt:276	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] execute_cnt:38	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] fail_del_cnt:54	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] reuse_cnt:31	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] succ_del_cnt:15	(at logger.py:79) 
2019-03-02 02:02:37,505 [D] time:6.021069049835205	(at logger.py:80) 
2019-03-02 02:02:37,505 [D] deletion:16	(at logger.py:82) 
