2019-03-02 02:03:08,225 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:03:08,225 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:03:08,225 [D] comp_cached_cnt:24	(at logger.py:79) 
2019-03-02 02:03:08,225 [D] compile_cnt:162	(at logger.py:79) 
2019-03-02 02:03:08,225 [D] execute_cnt:21	(at logger.py:79) 
2019-03-02 02:03:08,225 [D] fail_del_cnt:17	(at logger.py:79) 
2019-03-02 02:03:08,225 [D] reuse_cnt:21	(at logger.py:79) 
2019-03-02 02:03:08,225 [D] succ_del_cnt:25	(at logger.py:79) 
2019-03-02 02:03:08,225 [D] time:3.3203940391540527	(at logger.py:80) 
2019-03-02 02:03:08,225 [D] deletion:33	(at logger.py:82) 
