2019-02-12 22:38:35,936 [D] total_lines:79	(at logger.py:74) 
2019-02-12 22:38:35,936 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 22:38:35,936 [D] comp_cached_cnt:30	(at logger.py:79) 
2019-02-12 22:38:35,936 [D] compile_cnt:298	(at logger.py:79) 
2019-02-12 22:38:35,936 [D] execute_cnt:48	(at logger.py:79) 
2019-02-12 22:38:35,936 [D] fail_del_cnt:44	(at logger.py:79) 
2019-02-12 22:38:35,936 [D] reuse_cnt:36	(at logger.py:79) 
2019-02-12 22:38:35,936 [D] succ_del_cnt:40	(at logger.py:79) 
2019-02-12 22:38:35,936 [D] time:21.262672901153564	(at logger.py:80) 
2019-02-12 22:38:35,936 [D] deletion:55	(at logger.py:82) 
