factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.6,12,0,8,12,20
1,0.42857142857142855,0.631578947368421,12,0,7,12,19
3,0.42857142857142855,0.6666666666666666,12,0,6,12,18
18,0.42857142857142855,0.7058823529411765,12,0,5,12,17
9,0.3283582089552239,0.75,12,0,4,12,16
6,0.2857142857142857,0.8,12,0,3,12,15
8,0.28,0.8,12,0,3,12,15
20,0.23076923076923078,0.7333333333333333,11,1,3,12,14
7,0.21212121212121213,0.7857142857142857,11,1,2,12,13
14,0.10588235294117647,0.8461538461538461,11,1,1,12,12
2,0.09523809523809523,0.7692307692307693,10,2,1,12,11
4,0.0,0.4166666666666667,5,7,0,12,5
5,0.0,0.4166666666666667,5,7,0,12,5
10,0.0,0.4166666666666667,5,7,0,12,5
11,0.0,0.4166666666666667,5,7,0,12,5
12,0.0,0.4166666666666667,5,7,0,12,5
13,0.0,0.4166666666666667,5,7,0,12,5
15,0.0,0.4166666666666667,5,7,0,12,5
16,0.0,0.4166666666666667,5,7,0,12,5
17,0.0,0.4166666666666667,5,7,0,12,5
19,0.0,0.16666666666666666,2,10,0,12,2
21,0.0,0.16666666666666666,2,10,0,12,2
