2019-03-02 02:04:57,601 [D] total_lines:65	(at logger.py:74) 
2019-03-02 02:04:57,601 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:04:57,601 [D] comp_cached_cnt:38	(at logger.py:79) 
2019-03-02 02:04:57,601 [D] compile_cnt:282	(at logger.py:79) 
2019-03-02 02:04:57,601 [D] execute_cnt:43	(at logger.py:79) 
2019-03-02 02:04:57,601 [D] fail_del_cnt:56	(at logger.py:79) 
2019-03-02 02:04:57,601 [D] reuse_cnt:41	(at logger.py:79) 
2019-03-02 02:04:57,601 [D] succ_del_cnt:28	(at logger.py:79) 
2019-03-02 02:04:57,602 [D] time:8.210659980773926	(at logger.py:80) 
2019-03-02 02:04:57,602 [D] deletion:38	(at logger.py:82) 
