2019-03-02 02:02:44,701 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:44,701 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:02:44,701 [D] comp_cached_cnt:43	(at logger.py:79) 
2019-03-02 02:02:44,701 [D] compile_cnt:307	(at logger.py:79) 
2019-03-02 02:02:44,701 [D] execute_cnt:48	(at logger.py:79) 
2019-03-02 02:02:44,701 [D] fail_del_cnt:75	(at logger.py:79) 
2019-03-02 02:02:44,701 [D] reuse_cnt:37	(at logger.py:79) 
2019-03-02 02:02:44,701 [D] succ_del_cnt:10	(at logger.py:79) 
2019-03-02 02:02:44,701 [D] time:6.479721307754517	(at logger.py:80) 
2019-03-02 02:02:44,701 [D] deletion:11	(at logger.py:82) 
