2019-03-02 02:02:12,324 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:12,324 [D] iteration_cnt:4	(at logger.py:75) 
2019-03-02 02:02:12,324 [D] comp_cached_cnt:35	(at logger.py:79) 
2019-03-02 02:02:12,324 [D] compile_cnt:167	(at logger.py:79) 
2019-03-02 02:02:12,324 [D] execute_cnt:25	(at logger.py:79) 
2019-03-02 02:02:12,324 [D] fail_del_cnt:28	(at logger.py:79) 
2019-03-02 02:02:12,324 [D] reuse_cnt:28	(at logger.py:79) 
2019-03-02 02:02:12,324 [D] succ_del_cnt:25	(at logger.py:79) 
2019-03-02 02:02:12,324 [D] time:3.459383487701416	(at logger.py:80) 
2019-03-02 02:02:12,324 [D] deletion:37	(at logger.py:82) 
