factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.05,1,0,19,1,20
1,1.0,0.05263157894736842,1,0,18,1,19
4,1.0,0.1111111111111111,1,0,8,1,9
19,1.0,0.2,1,0,4,1,5
20,1.0,0.2,1,0,4,1,5
9,0.9736842105263158,0.2,1,0,4,1,5
8,0.9655172413793104,0.2,1,0,4,1,5
6,0.9523809523809523,0.2,1,0,4,1,5
7,0.9523809523809523,0.2,1,0,4,1,5
21,0.9523809523809523,0.2,1,0,4,1,5
18,0.9375,0.25,1,0,3,1,4
11,0.9333333333333333,0.25,1,0,3,1,4
10,0.9130434782608695,0.25,1,0,3,1,4
5,0.9090909090909091,0.25,1,0,3,1,4
14,0.9038461538461539,0.25,1,0,3,1,4
16,0.9,0.25,1,0,3,1,4
17,0.8947368421052632,0.25,1,0,3,1,4
13,0.8936170212765957,0.25,1,0,3,1,4
12,0.8918918918918919,0.25,1,0,3,1,4
15,0.8888888888888888,0.25,1,0,3,1,4
3,0.8571428571428571,0.3333333333333333,1,0,2,1,3
2,0.16666666666666666,0.5,1,0,1,1,2
