2019-02-12 22:31:13,844 [D] total_lines:79	(at logger.py:74) 
2019-02-12 22:31:13,844 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 22:31:13,844 [D] comp_cached_cnt:30	(at logger.py:79) 
2019-02-12 22:31:13,844 [D] compile_cnt:298	(at logger.py:79) 
2019-02-12 22:31:13,844 [D] execute_cnt:44	(at logger.py:79) 
2019-02-12 22:31:13,844 [D] fail_del_cnt:40	(at logger.py:79) 
2019-02-12 22:31:13,844 [D] reuse_cnt:36	(at logger.py:79) 
2019-02-12 22:31:13,844 [D] succ_del_cnt:40	(at logger.py:79) 
2019-02-12 22:31:13,845 [D] time:17.833585023880005	(at logger.py:80) 
2019-02-12 22:31:13,845 [D] deletion:55	(at logger.py:82) 
