2019-03-02 02:02:15,981 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:15,981 [D] iteration_cnt:4	(at logger.py:75) 
2019-03-02 02:02:15,981 [D] comp_cached_cnt:26	(at logger.py:79) 
2019-03-02 02:02:15,981 [D] compile_cnt:143	(at logger.py:79) 
2019-03-02 02:02:15,981 [D] execute_cnt:21	(at logger.py:79) 
2019-03-02 02:02:15,981 [D] fail_del_cnt:12	(at logger.py:79) 
2019-03-02 02:02:15,981 [D] reuse_cnt:19	(at logger.py:79) 
2019-03-02 02:02:15,981 [D] succ_del_cnt:28	(at logger.py:79) 
2019-03-02 02:02:15,981 [D] time:2.9384653568267822	(at logger.py:80) 
2019-03-02 02:02:15,981 [D] deletion:40	(at logger.py:82) 
