2019-02-12 21:30:06,070 [D] total_lines:79	(at logger.py:74) 
2019-02-12 21:30:06,070 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 21:30:06,070 [D] comp_cached_cnt:29	(at logger.py:79) 
2019-02-12 21:30:06,070 [D] compile_cnt:299	(at logger.py:79) 
2019-02-12 21:30:06,070 [D] execute_cnt:46	(at logger.py:79) 
2019-02-12 21:30:06,070 [D] fail_del_cnt:42	(at logger.py:79) 
2019-02-12 21:30:06,070 [D] reuse_cnt:36	(at logger.py:79) 
2019-02-12 21:30:06,070 [D] succ_del_cnt:40	(at logger.py:79) 
2019-02-12 21:30:06,070 [D] time:22.98026943206787	(at logger.py:80) 
2019-02-12 21:30:06,070 [D] deletion:55	(at logger.py:82) 
