factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.75,15,0,5,15,20
1,0.3,0.7,14,1,5,15,19
9,0.2631578947368421,0.7368421052631579,14,1,4,15,18
6,0.23809523809523808,0.7777777777777778,14,1,3,15,17
8,0.20689655172413793,0.7777777777777778,14,1,3,15,17
18,0.1875,0.8235294117647058,14,1,2,15,16
7,0.09523809523809523,0.875,14,1,1,15,15
20,0.09523809523809523,0.8125,13,2,1,15,14
2,0.08333333333333333,0.8666666666666667,13,2,0,15,13
3,0.0,0.8,12,3,0,15,12
4,0.0,0.3333333333333333,5,10,0,15,5
5,0.0,0.3333333333333333,5,10,0,15,5
10,0.0,0.3333333333333333,5,10,0,15,5
11,0.0,0.3333333333333333,5,10,0,15,5
12,0.0,0.3333333333333333,5,10,0,15,5
13,0.0,0.3333333333333333,5,10,0,15,5
14,0.0,0.3333333333333333,5,10,0,15,5
15,0.0,0.3333333333333333,5,10,0,15,5
16,0.0,0.3333333333333333,5,10,0,15,5
17,0.0,0.3333333333333333,5,10,0,15,5
19,0.0,0.13333333333333333,2,13,0,15,2
21,0.0,0.13333333333333333,2,13,0,15,2
