2019-03-02 02:02:08,154 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:08,154 [D] iteration_cnt:4	(at logger.py:75) 
2019-03-02 02:02:08,154 [D] comp_cached_cnt:35	(at logger.py:79) 
2019-03-02 02:02:08,154 [D] compile_cnt:167	(at logger.py:79) 
2019-03-02 02:02:08,154 [D] execute_cnt:25	(at logger.py:79) 
2019-03-02 02:02:08,154 [D] fail_del_cnt:30	(at logger.py:79) 
2019-03-02 02:02:08,154 [D] reuse_cnt:30	(at logger.py:79) 
2019-03-02 02:02:08,154 [D] succ_del_cnt:25	(at logger.py:79) 
2019-03-02 02:02:08,154 [D] time:3.628723621368408	(at logger.py:80) 
2019-03-02 02:02:08,154 [D] deletion:37	(at logger.py:82) 
