2019-03-02 02:04:37,167 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:04:37,167 [D] iteration_cnt:4	(at logger.py:75) 
2019-03-02 02:04:37,167 [D] comp_cached_cnt:20	(at logger.py:79) 
2019-03-02 02:04:37,167 [D] compile_cnt:202	(at logger.py:79) 
2019-03-02 02:04:37,167 [D] execute_cnt:33	(at logger.py:79) 
2019-03-02 02:04:37,167 [D] fail_del_cnt:20	(at logger.py:79) 
2019-03-02 02:04:37,167 [D] reuse_cnt:26	(at logger.py:79) 
2019-03-02 02:04:37,167 [D] succ_del_cnt:39	(at logger.py:79) 
2019-03-02 02:04:37,167 [D] time:5.1644439697265625	(at logger.py:80) 
2019-03-02 02:04:37,167 [D] deletion:57	(at logger.py:82) 
