2019-02-12 21:27:06,504 [D] total_lines:81	(at logger.py:74) 
2019-02-12 21:27:06,504 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 21:27:06,504 [D] comp_cached_cnt:89	(at logger.py:79) 
2019-02-12 21:27:06,504 [D] compile_cnt:397	(at logger.py:79) 
2019-02-12 21:27:06,505 [D] execute_cnt:63	(at logger.py:79) 
2019-02-12 21:27:06,505 [D] fail_del_cnt:78	(at logger.py:79) 
2019-02-12 21:27:06,505 [D] reuse_cnt:42	(at logger.py:79) 
2019-02-12 21:27:06,505 [D] succ_del_cnt:27	(at logger.py:79) 
2019-02-12 21:27:06,505 [D] time:33.19864892959595	(at logger.py:80) 
2019-02-12 21:27:06,505 [D] deletion:33	(at logger.py:82) 
