2019-02-12 21:28:07,545 [D] total_lines:79	(at logger.py:74) 
2019-02-12 21:28:07,545 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 21:28:07,545 [D] comp_cached_cnt:84	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] compile_cnt:392	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] execute_cnt:61	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] fail_del_cnt:73	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] reuse_cnt:38	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] succ_del_cnt:26	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] time:30.841434240341187	(at logger.py:80) 
2019-02-12 21:28:07,545 [D] deletion:32	(at logger.py:82) 
