2019-02-12 21:29:42,290 [D] total_lines:79	(at logger.py:74) 
2019-02-12 21:29:42,290 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 21:29:42,291 [D] comp_cached_cnt:84	(at logger.py:79) 
2019-02-12 21:29:42,291 [D] compile_cnt:392	(at logger.py:79) 
2019-02-12 21:29:42,291 [D] execute_cnt:62	(at logger.py:79) 
2019-02-12 21:29:42,291 [D] fail_del_cnt:74	(at logger.py:79) 
2019-02-12 21:29:42,291 [D] reuse_cnt:38	(at logger.py:79) 
2019-02-12 21:29:42,291 [D] succ_del_cnt:26	(at logger.py:79) 
2019-02-12 21:29:42,291 [D] time:28.08847689628601	(at logger.py:80) 
2019-02-12 21:29:42,291 [D] deletion:32	(at logger.py:82) 
