factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.04,1,0,24,1,25
1,1.0,0.041666666666666664,1,0,23,1,24
2,1.0,0.043478260869565216,1,0,22,1,23
3,1.0,0.045454545454545456,1,0,21,1,22
4,1.0,0.047619047619047616,1,0,20,1,21
5,1.0,0.05555555555555555,1,0,17,1,18
6,1.0,0.06666666666666667,1,0,14,1,15
7,1.0,0.07142857142857142,1,0,13,1,14
8,1.0,0.07692307692307693,1,0,12,1,13
9,1.0,0.08333333333333333,1,0,11,1,12
