2019-03-02 02:02:21,288 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:21,288 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:02:21,288 [D] comp_cached_cnt:12	(at logger.py:79) 
2019-03-02 02:02:21,288 [D] compile_cnt:199	(at logger.py:79) 
2019-03-02 02:02:21,288 [D] execute_cnt:37	(at logger.py:79) 
2019-03-02 02:02:21,288 [D] fail_del_cnt:37	(at logger.py:79) 
2019-03-02 02:02:21,288 [D] reuse_cnt:20	(at logger.py:79) 
2019-03-02 02:02:21,288 [D] succ_del_cnt:20	(at logger.py:79) 
2019-03-02 02:02:21,288 [D] time:4.598464727401733	(at logger.py:80) 
2019-03-02 02:02:21,288 [D] deletion:31	(at logger.py:82) 
