2019-02-12 21:27:35,786 [D] total_lines:79	(at logger.py:74) 
2019-02-12 21:27:35,786 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 21:27:35,786 [D] comp_cached_cnt:84	(at logger.py:79) 
2019-02-12 21:27:35,786 [D] compile_cnt:392	(at logger.py:79) 
2019-02-12 21:27:35,786 [D] execute_cnt:59	(at logger.py:79) 
2019-02-12 21:27:35,786 [D] fail_del_cnt:69	(at logger.py:79) 
2019-02-12 21:27:35,786 [D] reuse_cnt:36	(at logger.py:79) 
2019-02-12 21:27:35,786 [D] succ_del_cnt:26	(at logger.py:79) 
2019-02-12 21:27:35,786 [D] time:28.43336057662964	(at logger.py:80) 
2019-02-12 21:27:35,786 [D] deletion:32	(at logger.py:82) 
