2019-02-12 21:29:13,424 [D] total_lines:79	(at logger.py:74) 
2019-02-12 21:29:13,425 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 21:29:13,425 [D] comp_cached_cnt:84	(at logger.py:79) 
2019-02-12 21:29:13,425 [D] compile_cnt:392	(at logger.py:79) 
2019-02-12 21:29:13,425 [D] execute_cnt:63	(at logger.py:79) 
2019-02-12 21:29:13,425 [D] fail_del_cnt:76	(at logger.py:79) 
2019-02-12 21:29:13,425 [D] reuse_cnt:39	(at logger.py:79) 
2019-02-12 21:29:13,425 [D] succ_del_cnt:26	(at logger.py:79) 
2019-02-12 21:29:13,425 [D] time:30.630457878112793	(at logger.py:80) 
2019-02-12 21:29:13,425 [D] deletion:32	(at logger.py:82) 
