factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.65,13,0,7,13,20
1,0.5,0.6842105263157895,13,0,6,13,19
3,0.35714285714285715,0.7222222222222222,13,0,5,13,18
9,0.34210526315789475,0.7647058823529411,13,0,4,13,17
18,0.3125,0.8125,13,0,3,13,16
8,0.3103448275862069,0.8125,13,0,3,13,16
6,0.2857142857142857,0.8666666666666667,13,0,2,13,15
7,0.14285714285714285,0.9285714285714286,13,0,1,13,14
20,0.14285714285714285,0.8571428571428571,12,1,1,13,13
2,0.08333333333333333,0.7857142857142857,11,2,1,13,12
14,0.057692307692307696,0.8461538461538461,11,2,0,13,11
4,0.0,0.38461538461538464,5,8,0,13,5
5,0.0,0.38461538461538464,5,8,0,13,5
10,0.0,0.38461538461538464,5,8,0,13,5
11,0.0,0.38461538461538464,5,8,0,13,5
12,0.0,0.38461538461538464,5,8,0,13,5
13,0.0,0.38461538461538464,5,8,0,13,5
15,0.0,0.38461538461538464,5,8,0,13,5
16,0.0,0.38461538461538464,5,8,0,13,5
17,0.0,0.38461538461538464,5,8,0,13,5
19,0.0,0.15384615384615385,2,11,0,13,2
21,0.0,0.15384615384615385,2,11,0,13,2
