2019-03-02 02:05:59,615 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:05:59,615 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:05:59,615 [D] comp_cached_cnt:32	(at logger.py:79) 
2019-03-02 02:05:59,615 [D] compile_cnt:278	(at logger.py:79) 
2019-03-02 02:05:59,615 [D] execute_cnt:39	(at logger.py:79) 
2019-03-02 02:05:59,615 [D] fail_del_cnt:48	(at logger.py:79) 
2019-03-02 02:05:59,615 [D] reuse_cnt:36	(at logger.py:79) 
2019-03-02 02:05:59,615 [D] succ_del_cnt:27	(at logger.py:79) 
2019-03-02 02:05:59,615 [D] time:9.19488000869751	(at logger.py:80) 
2019-03-02 02:05:59,615 [D] deletion:37	(at logger.py:82) 
