2019-03-02 02:06:09,023 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:06:09,023 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:06:09,024 [D] comp_cached_cnt:137	(at logger.py:79) 
2019-03-02 02:06:09,024 [D] compile_cnt:311	(at logger.py:79) 
2019-03-02 02:06:09,024 [D] execute_cnt:52	(at logger.py:79) 
2019-03-02 02:06:09,024 [D] fail_del_cnt:88	(at logger.py:79) 
2019-03-02 02:06:09,024 [D] reuse_cnt:50	(at logger.py:79) 
2019-03-02 02:06:09,024 [D] succ_del_cnt:14	(at logger.py:79) 
2019-03-02 02:06:09,024 [D] time:8.677447319030762	(at logger.py:80) 
2019-03-02 02:06:09,024 [D] deletion:16	(at logger.py:82) 
