factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.05,1,0,19,1,20
4,1.0,0.1,1,0,9,1,10
6,0.9714285714285714,0.1,1,0,9,1,10
9,0.9552238805970149,0.1,1,0,9,1,10
1,0.9523809523809523,0.1111111111111111,1,0,8,1,9
3,0.9523809523809523,0.125,1,0,7,1,8
18,0.9523809523809523,0.14285714285714285,1,0,6,1,7
20,0.9487179487179487,0.16666666666666666,1,0,5,1,6
21,0.9487179487179487,0.2,1,0,4,1,5
19,0.9473684210526315,0.3333333333333333,1,0,2,1,3
8,0.94,0.3333333333333333,1,0,2,1,3
7,0.9393939393939394,0.3333333333333333,1,0,2,1,3
5,0.9375,0.3333333333333333,1,0,2,1,3
17,0.9354838709677419,0.3333333333333333,1,0,2,1,3
16,0.9333333333333333,0.3333333333333333,1,0,2,1,3
14,0.9294117647058824,0.3333333333333333,1,0,2,1,3
15,0.9294117647058824,0.3333333333333333,1,0,2,1,3
10,0.9285714285714286,0.3333333333333333,1,0,2,1,3
11,0.9285714285714286,0.3333333333333333,1,0,2,1,3
12,0.9285714285714286,0.3333333333333333,1,0,2,1,3
13,0.9285714285714286,0.3333333333333333,1,0,2,1,3
2,0.14285714285714285,0.5,1,0,1,1,2
