factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.44,11,0,14,11,25
1,0.125,0.4583333333333333,11,0,13,11,24
4,0.125,0.4782608695652174,11,0,12,11,23
5,0.125,0.55,11,0,9,11,20
8,0.125,0.5789473684210527,11,0,8,11,19
2,0.0,0.5263157894736842,10,1,8,11,18
3,0.0,0.5555555555555556,10,1,7,11,17
6,0.0,0.3888888888888889,7,4,7,11,14
7,0.0,0.4117647058823529,7,4,6,11,13
9,0.0,0.35294117647058826,6,5,6,11,12
