2019-03-02 02:05:41,368 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:05:41,369 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:05:41,369 [D] comp_cached_cnt:32	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] compile_cnt:278	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] execute_cnt:39	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] fail_del_cnt:46	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] reuse_cnt:34	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] succ_del_cnt:27	(at logger.py:79) 
2019-03-02 02:05:41,369 [D] time:7.971079349517822	(at logger.py:80) 
2019-03-02 02:05:41,370 [D] deletion:37	(at logger.py:82) 
