2019-03-02 02:05:23,945 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:05:23,945 [D] iteration_cnt:4	(at logger.py:75) 
2019-03-02 02:05:23,945 [D] comp_cached_cnt:84	(at logger.py:79) 
2019-03-02 02:05:23,945 [D] compile_cnt:338	(at logger.py:79) 
2019-03-02 02:05:23,945 [D] execute_cnt:51	(at logger.py:79) 
2019-03-02 02:05:23,945 [D] fail_del_cnt:59	(at logger.py:79) 
2019-03-02 02:05:23,945 [D] reuse_cnt:34	(at logger.py:79) 
2019-03-02 02:05:23,945 [D] succ_del_cnt:26	(at logger.py:79) 
2019-03-02 02:05:23,945 [D] time:7.460695028305054	(at logger.py:80) 
2019-03-02 02:05:23,945 [D] deletion:35	(at logger.py:82) 
