2019-03-02 02:03:12,436 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:03:12,436 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:03:12,436 [D] comp_cached_cnt:24	(at logger.py:79) 
2019-03-02 02:03:12,436 [D] compile_cnt:162	(at logger.py:79) 
2019-03-02 02:03:12,436 [D] execute_cnt:22	(at logger.py:79) 
2019-03-02 02:03:12,436 [D] fail_del_cnt:18	(at logger.py:79) 
2019-03-02 02:03:12,437 [D] reuse_cnt:21	(at logger.py:79) 
2019-03-02 02:03:12,437 [D] succ_del_cnt:25	(at logger.py:79) 
2019-03-02 02:03:12,437 [D] time:3.494809865951538	(at logger.py:80) 
2019-03-02 02:03:12,437 [D] deletion:33	(at logger.py:82) 
