2019-03-02 02:06:17,924 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:06:17,924 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:06:17,924 [D] comp_cached_cnt:32	(at logger.py:79) 
2019-03-02 02:06:17,924 [D] compile_cnt:278	(at logger.py:79) 
2019-03-02 02:06:17,924 [D] execute_cnt:41	(at logger.py:79) 
2019-03-02 02:06:17,924 [D] fail_del_cnt:48	(at logger.py:79) 
2019-03-02 02:06:17,924 [D] reuse_cnt:34	(at logger.py:79) 
2019-03-02 02:06:17,925 [D] succ_del_cnt:27	(at logger.py:79) 
2019-03-02 02:06:17,925 [D] time:8.158772945404053	(at logger.py:80) 
2019-03-02 02:06:17,925 [D] deletion:37	(at logger.py:82) 
