factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.15,3,0,17,3,20
19,1.0,0.1875,3,0,13,3,16
21,0.9523809523809523,0.1875,3,0,13,3,16
18,0.9375,0.2,3,0,12,3,15
20,0.9047619047619048,0.2,3,0,12,3,15
1,0.9,0.21428571428571427,3,0,11,3,14
2,0.8333333333333334,0.23076923076923078,3,0,10,3,13
15,0.7962962962962963,0.25,3,0,9,3,12
14,0.7884615384615384,0.2727272727272727,3,0,8,3,11
3,0.7857142857142857,0.3,3,0,7,3,10
13,0.7659574468085106,0.3,3,0,7,3,10
9,0.7105263157894737,0.3333333333333333,3,0,6,3,9
17,0.7105263157894737,0.375,3,0,5,3,8
12,0.7027027027027027,0.42857142857142855,3,0,4,3,7
11,0.6333333333333333,0.42857142857142855,3,0,4,3,7
16,0.6333333333333333,0.42857142857142855,3,0,4,3,7
8,0.6206896551724138,0.42857142857142855,3,0,4,3,7
10,0.5217391304347826,0.5,3,0,3,3,6
6,0.47619047619047616,0.6,3,0,2,3,5
7,0.47619047619047616,0.75,3,0,1,3,4
4,0.0,0.25,1,2,1,3,2
5,0.0,0.25,1,2,1,3,2
