2019-02-12 21:28:41,976 [D] total_lines:79	(at logger.py:74) 
2019-02-12 21:28:41,976 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 21:28:41,976 [D] comp_cached_cnt:84	(at logger.py:79) 
2019-02-12 21:28:41,976 [D] compile_cnt:392	(at logger.py:79) 
2019-02-12 21:28:41,976 [D] execute_cnt:61	(at logger.py:79) 
2019-02-12 21:28:41,976 [D] fail_del_cnt:71	(at logger.py:79) 
2019-02-12 21:28:41,976 [D] reuse_cnt:36	(at logger.py:79) 
2019-02-12 21:28:41,976 [D] succ_del_cnt:26	(at logger.py:79) 
2019-02-12 21:28:41,976 [D] time:33.63676881790161	(at logger.py:80) 
2019-02-12 21:28:41,976 [D] deletion:32	(at logger.py:82) 
