factor_idx(1-),threshold(<=),similarity,common,unique_orbs,unique_dm,orbs_size,dm_size
0,1.1,0.05,1,0,19,1,20
4,1.0,0.1,1,0,9,1,10
7,0.8333333333333334,0.1,1,0,9,1,10
5,0.8,0.1,1,0,9,1,10
10,0.7916666666666666,0.1,1,0,9,1,10
1,0.7857142857142857,0.1111111111111111,1,0,8,1,9
3,0.7857142857142857,0.125,1,0,7,1,8
9,0.7777777777777778,0.125,1,0,7,1,8
8,0.7692307692307693,0.125,1,0,7,1,8
11,0.7692307692307693,0.125,1,0,7,1,8
16,0.7692307692307693,0.125,1,0,7,1,8
6,0.75,0.125,1,0,7,1,8
14,0.75,0.125,1,0,7,1,8
15,0.75,0.125,1,0,7,1,8
20,0.75,0.14285714285714285,1,0,6,1,7
21,0.75,0.16666666666666666,1,0,5,1,6
12,0.7407407407407407,0.16666666666666666,1,0,5,1,6
13,0.7407407407407407,0.16666666666666666,1,0,5,1,6
17,0.7407407407407407,0.16666666666666666,1,0,5,1,6
18,0.7142857142857143,0.2,1,0,4,1,5
19,0.6666666666666666,0.3333333333333333,1,0,2,1,3
2,0.5,0.5,1,0,1,1,2
