2019-03-02 02:02:26,683 [D] total_lines:48	(at logger.py:74) 
2019-03-02 02:02:26,683 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:02:26,683 [D] comp_cached_cnt:12	(at logger.py:79) 
2019-03-02 02:02:26,683 [D] compile_cnt:199	(at logger.py:79) 
2019-03-02 02:02:26,683 [D] execute_cnt:37	(at logger.py:79) 
2019-03-02 02:02:26,683 [D] fail_del_cnt:35	(at logger.py:79) 
2019-03-02 02:02:26,683 [D] reuse_cnt:18	(at logger.py:79) 
2019-03-02 02:02:26,683 [D] succ_del_cnt:20	(at logger.py:79) 
2019-03-02 02:02:26,683 [D] time:4.655519247055054	(at logger.py:80) 
2019-03-02 02:02:26,683 [D] deletion:31	(at logger.py:82) 
