2019-03-02 02:05:06,853 [D] total_lines:63	(at logger.py:74) 
2019-03-02 02:05:06,853 [D] iteration_cnt:3	(at logger.py:75) 
2019-03-02 02:05:06,854 [D] comp_cached_cnt:137	(at logger.py:79) 
2019-03-02 02:05:06,854 [D] compile_cnt:311	(at logger.py:79) 
2019-03-02 02:05:06,854 [D] execute_cnt:52	(at logger.py:79) 
2019-03-02 02:05:06,854 [D] fail_del_cnt:88	(at logger.py:79) 
2019-03-02 02:05:06,854 [D] reuse_cnt:50	(at logger.py:79) 
2019-03-02 02:05:06,854 [D] succ_del_cnt:14	(at logger.py:79) 
2019-03-02 02:05:06,854 [D] time:8.52392840385437	(at logger.py:80) 
2019-03-02 02:05:06,854 [D] deletion:16	(at logger.py:82) 
